"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"44",621112,"Blackburn, Paul","681","6.5","0.500","0.167","0.500","0.667","0.500","0.266","0.230","3","6","92.1","22.0","2134","90.8","90.95","1","15","29","0.2","6.23","114","150","120","151","298","321","298"
"44",664123,"Effross, Scott","222","19.8","0.100","0.000","0.250","0.100","0.232","0.234","0.099","1","10","96.1","9.8","2269","90.7","89.94","7","17","27","-0.8","6.11","109","151","113","151","293","318","297"
"43",622663,"Severino, Luis","98","43.9","0.000","0.000","0.000","0.000","0.099","0.251","0.153","0","6","86.4","18.0","2272","95.3","94.97","6","20","23","-0.3","6.16","107","152","120","148","285","320","289"
"42",664139,"Gibaut, Ian","104","40.4","0.111","0.111","0.125","0.222","0.239","0.489","0.389","1","9","100.7","8.4","2228","94.9","95.48","5","21","21","0.6","6.69","109","157","118","150","299","334","295"
"42",624427,"Gonsalves, Stephen","82","51.2","0.111","0.111","0.143","0.222","0.279","0.287","0.157","1","9","84.9","22.9","2355","92.8","93.57","5","23","19","0.8","6.99","106","144","108","145","295","323","304"
"42",642528,"Loáisiga, Jonathan","1085","3.9","0.444","0.333","0.500","0.778","0.516","0.404","0.319","4","9","95.5","24.7","2433","97.8","95.84","5","23","19","-2.0","6.54","114","154","117","146","297","326","289"
"42",656290,"Carlton, Drew","73","57.5","0.625","0.250","0.556","0.875","0.600","0.447","0.386","5","8","88.5","20.6","2020","89.6","88.85","3","20","22","-0.8","5.79","109","152","116","148","301","331","297"
"41",597113,"Johnson, DJ","72","56.9","0.143","0.429","0.000","0.571","0.287","0.425","0.275","1","7","85.8","3.8","2255","94.8","95.21","10","22","19","0.4","6.85","122","170","128","158","296","320","301"
"41",656641,"Latz, Jake","84","48.8","0.222","0.333","0.125","0.556","0.321","0.438","0.319","2","9","90.0","31.4","2105","92.8","93.88","3","27","14","1.1","6.71","116","153","120","148","298","316","291"
"41",502239,"Cahill, Trevor","665","6.2","0.214","0.000","0.333","0.214","0.222","0.246","0.223","3","14","83.9","19.3","2232","90.4","90.26","6","27","14","-0.1","6.31","113","150","120","148","296","320","290"
"40",657624,"James, Josh","69","58.0","0.300","0.400","0.500","0.700","0.459","0.386","0.212","3","10","101.5","6.6","2263","94.7","94.98","6","14","26","0.3","6.57","119","157","123","151","296","320","293"
"40",663959,"Ivey, Tyler","79","50.6","0.375","0.000","0.600","0.375","0.370","0.218","0.168","3","8","93.8","22.8","2130","90.0","90.47","2","16","24","0.5","6.60","121","167","124","152","301","337","301"
"40",669203,"Burnes, Corbin","2594","1.5","0.462","0.231","0.545","0.692","0.489","0.286","0.265","6","13","90.3","16.0","2605","96.4","97.05","4","20","20","0.6","6.45","108","152","120","144","304","328","300"
"40",664294,"Moreta, Dauri","57","70.2","0.125","0.375","0.000","0.500","0.300","0.311","0.157","1","8","93.0","43.1","2281","94.9","95.17","1","21","19","0.3","6.37","113","150","126","148","289","313","285"
"39",643493,"Pruitt, Austin","110","35.5","0.250","0.500","0.167","0.750","0.441","0.511","0.349","2","8","89.4","13.6","2288","91.9","88.53","3","19","20","-3.4","5.57","113","154","124","151","304","317","287"
"39",670550,"Rodriguez, Nivaldo","114","34.2","0.167","0.167","0.200","0.333","0.328","0.564","0.413","1","6","85.5","-19.0","1921","92.3","91.40","2","12","27","-0.9","5.79","118","155","130","153","292","324","293"
"39",641703,"Honeywell Jr, Brent","78","50.0","0.444","0.333","0.429","0.778","0.548","0.536","0.399","4","9","96.7","5.6","2047","93.8","93.79","5","22","17","0.0","6.25","100","157","117","147","310","329","299"
"39",571951,"Mitchell, Bryan","67","58.2","0.000","0.000","0.000","0.000","0.086","0.174","0.073","0","7","76.0","2.0","2297","94.2","93.51","5","17","22","-0.7","6.15","105","150","118","148","296","314","281"
"38",592879,"Wojciechowski, Asher","83","45.8","0.250","0.500","0.167","0.750","0.466","0.409","0.242","2","8","95.2","28.1","2138","90.7","91.06","2","17","21","0.4","6.56","110","159","113","145","297","326","281"
"37",665661,"Spitzbarth, Shea","82","45.1","0.200","0.000","0.222","0.200","0.297","0.379","0.282","2","10","91.4","30.1","2107","91.9","91.64","0","16","21","-0.3","6.05","109","158","125","150","303","320","299"
"37",664852,"Flaa, Jay","61","60.7","0.400","1.200","0.000","1.600","0.761","0.586","0.276","2","5","96.7","44.8","2053","91.7","90.45","4","15","22","-1.3","5.83","109","145","121","147","302","320","290"
"37",666818,"Frías, Luis","68","54.4","0.500","0.250","0.500","0.750","0.599","0.540","0.421","2","4","98.0","11.0","2159","96.6","96.09","2","15","22","-0.5","6.11","107","157","125","149","298","327","295"
"37",661527,"Martinez, Seth","63","58.7","0.167","0.167","0.333","0.333","0.328","0.304","0.141","1","6","90.1","13.0","2100","90.4","91.36","3","13","24","1.0","6.93","118","152","118","148","300","309","288"
"37",650895,"Castillo, Diego","936","4.0","0.333","0.778","0.200","1.111","0.543","0.321","0.214","3","9","89.9","30.1","1944","95.4","93.75","4","18","19","-1.6","5.33","115","159","126","149","297","321","294"
"37",456713,"Bush, Matt","69","53.6","0.286","0.857","0.000","1.143","0.588","0.444","0.228","2","7","92.4","31.6","2674","95.1","94.49","5","19","18","-0.6","6.06","118","153","118","149","294","322","291"
"36",608638,"Chargois, JT","876","4.1","0.167","0.000","0.333","0.167","0.224","0.309","0.210","1","6","91.8","29.0","2260","95.6","95.49","5","13","22","-0.1","6.11","105","151","118","146","296","319","295"
"36",672582,"Zerpa, Angel","68","52.9","0.091","0.000","0.143","0.091","0.080","0.166","0.181","1","11","89.3","5.4","2188","94.2","92.71","2","16","20","-1.5","5.27","114","157","113","148","304","324","302"
"35",658648,"Avila, Pedro","84","41.7","0.222","0.333","0.200","0.556","0.358","0.402","0.284","2","9","89.2","17.8","2329","93.2","93.11","1","15","20","-0.1","6.15","110","159","122","148","290","312","306"
"35",571666,"Fiers, Mike","152","23.0","0.222","0.000","0.222","0.222","0.286","0.390","0.262","2","9","90.5","22.3","2290","87.0","85.87","2","14","21","-1.1","5.72","112","148","120","149","307","332","301"
"34",547176,"Camarena, Daniel","174","19.5","0.333","0.000","0.333","0.333","0.350","0.293","0.248","2","6","88.9","-0.7","1689","92.9","92.60","0","14","20","-0.3","6.14","113","151","125","145","296","324","313"
"34",660422,"Guzman, Jorge","61","55.7","0.600","0.200","1.000","0.800","0.646","0.472","0.237","3","5","85.7","-6.7","2085","95.9","95.09","7","15","19","-0.8","6.02","106","148","120","146","299","320","288"
"33",621237,"Alvarado, José","1045","3.2","0.000","0.000","0.000","0.000","0.198","0.450","0.318","0","5","88.3","15.5","2126","98.3","99.03","1","6","27","0.7","6.77","110","148","114","145","295","319","290"
"32",518435,"Barreda, Manny","48","66.7","0.222","0.333","0.143","0.556","0.388","0.432","0.242","2","9","94.3","31.5","2320","94.2","93.60","3","17","15","-0.6","6.10","114","153","121","149","292","321","291"
"32",658431,"Medina, Adonis","137","23.4","0.400","0.200","0.500","0.600","0.505","0.435","0.306","2","5","93.9","17.0","2328","92.6","91.99","2","9","23","-0.6","5.95","110","149","113","146","294","320","286"
"32",607067,"Rea, Colin","91","35.2","0.444","0.667","0.667","1.111","0.641","0.526","0.351","4","9","101.7","11.0","2177","93.1","93.71","3","14","18","0.6","6.49","111","157","130","148","298","321","300"
"31",669459,"Nelson, Kyle","176","17.6","0.500","0.000","0.500","0.500","0.620","0.598","0.380","1","2","99.1","26.0","2148","92.9","92.57","4","9","22","-0.3","5.90","117","152","117","150","288","316","288"
"31",607200,"Fedde, Erick","2410","1.3","0.333","0.333","0.400","0.667","0.454","0.405","0.351","2","6","96.0","1.2","1850","93.2","94.30","2","16","15","1.1","6.75","113","154","124","147","300","322","296"
"31",622256,"Weigel, Patrick","93","33.3","0.667","1.000","1.000","1.667","0.827","0.714","0.501","2","3","85.2","27.5","2351","94.6","94.67","2","12","19","0.1","6.45","108","153","119","148","302","316","291"
"30",453343,"Melancon, Mark","1053","2.8","0.375","0.125","0.500","0.500","0.375","0.319","0.339","3","8","77.5","-0.8","2249","91.7","91.58","1","12","18","-0.1","6.28","109","154","119","146","302","323","309"
"30",543699,"Roark, Tanner","131","22.9","0.333","0.500","0.250","0.833","0.481","0.504","0.320","2","6","96.6","14.2","2008","90.7","90.21","1","10","20","-0.5","5.93","115","156","120","152","293","324","297"
"30",668665,"Nogosek, Stephen","48","62.5","0.250","0.375","0.250","0.625","0.361","0.354","0.240","2","8","85.4","10.6","2292","93.7","93.42","4","14","16","-0.3","6.00","114","155","121","148","297","320","294"
"29",672710,"Contreras, Roansy","46","63.0","0.375","0.125","0.600","0.500","0.410","0.306","0.209","3","8","96.1","14.4","2467","96.3","96.04","3","14","15","-0.3","6.30","110","148","116","149","306","318","290"
"29",675911,"Strider, Spencer","38","76.3","0.200","0.000","0.200","0.200","0.262","0.306","0.237","1","5","83.8","40.2","2356","97.9","98.47","3","18","11","0.6","6.61","120","155","136","148","292","325","301"
"29",657376,"Schmidt, Clarke","143","20.3","0.600","0.200","0.750","0.800","0.615","0.411","0.381","3","5","77.3","-15.2","2461","93.1","92.82","3","16","13","-0.3","5.94","108","148","109","146","292","322","293"
"29",670970,"Morejon, Adrian","80","36.3","0.400","0.000","0.500","0.400","0.449","0.425","0.328","2","5","96.9","17.0","2334","96.3","96.50","2","11","18","0.2","6.41","112","153","125","148","307","318","304"
"29",670057,"Hartman, Ryan","46","63.0","0.333","0.500","0.333","0.833","0.481","0.400","0.271","2","6","94.3","34.3","1970","89.4","89.73","3","12","17","0.3","6.64","101","154","121","151","282","326","291"
"28",676710,"Crawford, Kutter","57","49.1","0.500","0.667","0.500","1.167","0.602","0.646","0.462","3","6","95.5","26.2","2352","93.9","94.19","4","17","11","0.3","6.52","104","143","112","144","274","315","294"
"27",657053,"Toussaint, Touki","820","3.3","0.000","0.000","0.000","0.000","0.138","0.196","0.079","0","4","65.1","50.5","2179","93.7","95.09","4","10","17","1.4","7.01","114","152","125","147","304","326","297"
"27",641726,"Jefferies, Daulton","220","12.3","0.500","0.500","0.500","1.000","0.635","0.449","0.381","2","4","95.9","13.0","2026","93.2","92.63","0","10","17","-0.6","5.89","118","152","119","150","300","324","300"
"27",657756,"Seabold, Connor","43","62.8","0.400","0.200","0.400","0.600","0.469","0.458","0.418","2","5","97.3","12.6","2133","90.5","90.36","1","12","15","-0.1","6.06","114","159","113","148","306","332","297"
"26",642100,"Speier, Gabe","105","24.8","0.429","0.000","0.600","0.429","0.377","0.173","0.176","3","7","83.8","26.4","2113","93.9","93.28","2","13","13","-0.6","5.82","108","161","115","147","302","328","311"
"26",657141,"Yamamoto, Jordan","111","23.4","0.400","0.000","0.500","0.400","0.408","0.348","0.293","2","5","76.9","6.3","2311","91.2","91.10","1","9","17","-0.1","6.43","106","150","111","147","295","319","298"
"26",670050,"Ridings, Stephen","74","35.1","0.500","0.333","0.600","0.833","0.593","0.442","0.306","3","6","85.6","11.5","2296","96.8","97.29","2","15","11","0.5","6.69","110","153","119","142","299","318","285"
"26",541640,"Ramírez, Erasmo","392","6.6","0.250","0.125","0.500","0.375","0.281","0.211","0.162","2","8","93.8","26.5","2173","93.0","93.14","5","16","10","0.1","6.40","111","163","135","153","300","322","299"
"25",642659,"Espinal, Raynel","36","69.4","0.333","0.167","0.333","0.500","0.402","0.401","0.376","2","6","80.5","24.3","2369","92.6","92.96","3","14","11","0.4","6.72","105","152","119","149","297","334","296"
"24",664045,"Eshelman, Thomas","441","5.4","0.400","0.200","0.500","0.600","0.501","0.392","0.260","2","5","87.8","12.8","1821","85.7","85.83","2","9","15","0.1","6.29","115","157","113","151","292","320","294"
"24",670167,"Schreiber, John","56","42.9","0.250","0.125","0.500","0.375","0.265","0.225","0.240","2","8","86.8","25.0","2187","92.7","93.50","3","13","11","0.8","6.64","111","151","127","150","279","316","293"
"23",666619,"Santos, Gregory","53","43.4","0.400","1.200","0.000","1.600","0.784","0.576","0.338","2","5","97.0","38.8","2342","97.7","98.07","3","12","11","0.4","6.47","113","150","108","149","304","316","291"
"23",676617,"O'Brien, Riley","42","54.8","0.667","2.000","0.000","2.667","1.079","0.969","0.680","2","3","97.4","-8.3","2150","91.9","93.21","1","7","16","1.3","6.96","108","152","116","149","288","316","300"
"21",489265,"Romo, Sergio","1043","2.0","0.600","0.200","0.750","0.800","0.600","0.415","0.381","3","5","92.5","26.8","2234","85.6","85.75","0","5","16","0.2","6.40","109","151","122","148","303","327","297"
"21",607229,"Gsellman, Robert","427","4.9","0.167","0.167","0.250","0.333","0.332","0.347","0.223","1","6","82.5","5.8","1972","94.5","94.59","3","9","12","0.1","6.26","118","155","128","152","293","325","302"
"21",656970,"Smeltzer, Devin","52","40.4","0.000","0.000","0.000","0.000","0.000","0.312","0.306","0","5","87.7","15.6","2283","85.5","84.90","1","13","8","-0.6","5.94","103","159","113","151","300","325","297"
"21",600944,"Paulino, David","32","65.6","0.143","0.143","0.143","0.286","0.177","0.257","0.213","1","7","88.4","34.7","2062","94.5","94.92","1","13","8","0.4","6.61","112","153","116","148","296","332","293"
"20",621056,"Wood, Hunter","66","30.3","0.250","0.750","0.000","1.000","0.450","0.600","0.230","1","4","91.8","22.2","2440","93.4","92.33","1","10","10","-1.1","5.76","118","158","117","150","289","328","294"
"20",502748,"Peacock, Brad","95","21.1","0.000","0.000","0.000","0.000","0.138","0.449","0.216","0","4","99.0","39.7","2087","90.9","90.44","1","8","12","-0.5","6.17","123","157","123","151","294","334","311"
"20",621057,"Garza, Justin","503","4.0","0.000","0.000","0.000","0.000","0.173","0.256","0.122","0","6","79.5","22.0","2254","94.1","93.67","4","11","9","-0.4","5.91","110","153","124","149","290","312","289"
"19",669912,"Snead, Kirby","111","17.1","0.000","0.000","0.000","0.000","0.000","0.248","0.158","0","6","92.2","35.7","2542","93.6","92.87","0","7","12","-0.7","6.09","105","154","122","148","308","315","294"
"19",606625,"Moronta, Reyes","48","39.6","0.167","0.500","0.000","0.667","0.334","0.444","0.297","1","6","85.6","2.6","2234","93.9","94.31","2","12","7","0.4","6.51","114","160","117","150","305","324","293"
"19",472551,"Abad, Fernando","299","6.4","0.667","0.667","1.000","1.333","0.814","0.578","0.404","4","6","97.4","11.3","2124","91.9","91.34","0","8","11","-0.6","5.87","105","156","124","147","295","323","290"
"18",607391,"Mazza, Chris","413","4.4","0.167","0.000","0.250","0.167","0.147","0.040","0.038","1","6","86.0","12.0","2054","90.0","90.81","3","11","7","0.8","6.93","105","153","121","149","293","324","298"
"17",573109,"Ramos, AJ","62","27.4","0.000","0.000","0.000","0.000","0.086","0.143","0.040","0","7","95.0","39.0","2232","90.1","89.81","2","9","8","-0.3","6.11","121","160","117","150","302","323","298"
"17",666168,"Thompson, Mason","424","4.0","0.000","0.000","0.000","0.000","0.173","0.393","0.319","0","3","78.3","-8.8","2225","95.6","96.62","1","7","10","1.0","6.74","108","148","115","143","298","325","301"
"17",605240,"Fry, Jace","136","12.5","0.500","0.000","0.500","0.500","0.608","0.596","0.415","1","2","88.7","-2.5","2325","91.5","90.19","1","5","12","-1.3","5.53","109","151","112","147","303","320","293"
"16",656725,"McRae, Alex","49","32.7","0.200","0.000","0.250","0.200","0.262","0.405","0.256","1","5","82.8","18.8","2112","92.7","92.88","5","13","3","0.2","6.36","107","148","119","149","289","311","294"
"16",676879,"Ashby, Aaron","532","3.0","0.167","0.000","0.333","0.167","0.147","0.090","0.080","1","6","73.1","-19.3","2069","97.0","95.71","4","7","9","-1.3","5.39","110","153","119","143","300","322","302"
"15",573127,"Rosscup, Zac","48","31.3","0.250","0.000","0.333","0.250","0.382","0.415","0.265","1","4","94.7","-6.0","1866","90.7","91.58","2","6","9","0.9","6.90","116","148","121","146","300","321","298"
"14",667373,"Rondón, Angel","29","48.3","0.000","0.000","0.000","0.000","0.138","0.261","0.141","0","4","84.9","34.3","2047","93.1","94.65","0","6","8","1.6","7.10","103","151","132","149","297","316","312"
"13",570240,"Peña, Félix","65","20.0","0.000","0.000","0.000","0.000","0.553","0.558","0.020","0","1","82.6","61.0","2198","92.4","91.68","1","3","10","-0.7","5.92","107","148","123","155","303","325","299"
